-0.522wife_ed-0.496husband_ed-0.399sol_index+0.359husband_occ+0.326media_expo+0.234wife_religion+0.168num_child+0.066employment-0.002wife_age,-0.687wife_age-0.61num_child+0.254husband_occ-0.216sol_index-0.153media_expo+0.124wife_religion+0.059husband_ed+0.048wife_ed-0.01employment,-0.806employment-0.466wife_religion+0.205media_expo-0.191num_child+0.158husband_occ-0.136husband_ed+0.077wife_age+0.057sol_index-0.05wife_ed,-0.779wife_religion+0.546employment+0.248husband_occ+0.151media_expo-0.073num_child-0.071sol_index+0.022husband_ed-0.004wife_ed-0.001wife_age,'0.76 media_expo-0.513husband_occ-0.256sol_index-0.198num_child+0.161husband_ed+0.135wife_ed-0.069wife_age+0.061wife_religion+0.045employment',0.835sol_index+0.336media_expo-0.237wife_ed-0.234num_child+0.158wife_religion+0.156employment+0.122husband_occ-0.095husband_ed-0.082wife_age,'0.627husband_occ+0.553husband_ed+0.316media_expo+0.281num_child+0.281wife_ed+0.191wife_religion-0.084employment+0.02 wife_age-0.016sol_index',0.641wife_age-0.566num_child+0.328husband_ed-0.308wife_ed-0.154sol_index+0.134wife_religion-0.105media_expo+0.098husband_occ+0.064employment,ClassValues
3.330618,-1.460337,1.222158,-1.087082,-1.244877,-1.950988,-0.122738,0.106213,0
1.158666,1.002777,-0.687705,0.243172,-0.455574,-0.743487,0.375698,-0.549828,0
1.389018,-0.720777,-0.115246,0.104813,-1.368565,1.244566,-0.688841,0.598717,0
0.834968,0.671844,-0.266816,-0.119121,-0.490248,1.441347,-1.686382,-0.124781,0
3.73896,0.99081,-0.204314,0.302796,-0.793473,-0.83012,-1.626833,-0.115725,0
-0.007242,-0.635285,1.443079,-1.536915,0.384955,-0.121981,-1.595776,1.89421,0
-0.319592,-1.185296,-0.735519,-0.312247,0.508346,-0.087646,-0.871118,2.040798,0
-2.411341,-0.989668,0.456072,1.79036,0.408615,-0.060648,-0.889527,0.278634,0
2.066611,1.407522,-0.200127,0.313948,-0.558362,-0.126828,-0.928406,0.305373,0
1.360352,1.682738,-0.753928,0.157814,0.58343,-1.093046,-0.565592,1.22321,0
-0.930097,0.54064,-0.800745,-0.033084,0.314444,-0.251987,0.366889,0.302615,0
-1.483419,-0.249019,-0.458747,-0.044937,0.111232,0.670638,0.143665,1.637037,0
-1.823159,0.785572,-0.900513,-0.361652,0.779307,0.620467,-0.508404,-0.196345,0
-2.047343,1.066215,1.03931,-1.590863,0.760383,0.360603,-0.434109,-0.103283,0
-2.048419,0.64852,1.08612,-1.591196,0.718619,0.310479,-0.421782,0.286052,0
-1.642981,-2.740318,0.317447,1.921512,-0.679945,-0.504383,0.453486,-0.107751,0
0.423985,-1.432663,-0.980763,0.071518,-0.982681,-0.551544,1.550224,-0.098801,0
-1.810958,0.307086,2.464449,0.921554,0.109062,-0.973642,-0.088789,0.176433,0
0.311132,-0.664476,-0.908488,-0.11762,-0.236803,-0.122807,0.18159,0.499571,0
2.971176,0.940531,0.244148,0.571568,2.919344,0.997401,-0.347052,-1.071052,0
-1.695612,-1.646823,0.792819,-1.747186,0.198377,-0.304947,0.204134,0.019545,0
0.755381,-0.775945,-1.226553,-0.038059,0.245016,-2.273854,0.73255,0.110485,0
0.572907,1.882014,-0.235468,0.225887,-0.744331,1.635686,-0.421192,0.086022,0
-0.655983,-1.987099,-1.206904,-0.372248,0.692446,-1.815026,0.178114,0.710114,0
1.173107,-2.189637,-0.957289,-0.017252,-1.364212,-0.653167,1.116466,-0.825398,0
0.637661,1.633703,-0.566756,-0.018963,0.036026,0.550171,-1.012143,-0.187537,0
1.256738,-1.272798,1.496928,-1.62113,-0.112786,0.029624,-2.310944,1.314897,0
1.453967,1.908227,-0.664103,0.12703,0.544582,-1.179672,-0.97373,0.284626,0
-0.539257,0.849667,1.007704,-1.54006,0.664829,-0.136987,-0.848596,0.498652,0
1.261046,2.10797,-0.629627,0.4404,0.131322,-1.174582,0.432916,0.95605,0
1.12349,-1.864693,-0.658397,0.013707,-1.27682,-0.591865,0.482123,-0.894281,0
2.009308,1.01684,-0.568704,0.351363,-0.283619,-1.316304,0.00902,0.540922,0
-0.407193,1.318149,-0.595108,0.185816,-0.599304,1.067929,0.775973,-0.139661,0
-0.737867,1.700132,1.256305,-0.974887,-0.239388,-0.300059,1.14842,-0.035668,0
0.845083,-1.397576,-0.55737,-0.113876,-0.441502,-0.017577,-0.587779,1.194325,0
0.305905,-3.030291,-0.997248,-0.5981,-0.455118,0.289575,-0.849483,0.039523,0
1.037553,1.029377,-0.781331,-0.160378,1.079489,-1.391463,-1.680965,0.715971,0
0.629184,0.808576,-0.723295,-0.233442,0.816858,-0.536566,-1.697707,0.557756,0
-0.555457,1.929102,-0.692371,0.034147,0.441412,0.289516,-0.175243,0.22946,0
-0.484379,1.670527,-0.7735,0.003109,0.35741,0.19049,-0.055976,-0.010723,0
-1.633081,1.109674,1.250157,-1.30412,0.141949,0.472146,0.297781,0.244043,0
-1.170664,-1.366437,-0.835796,-0.420571,0.319687,0.465122,-0.499509,1.105782,0
1.529216,0.803997,-0.401454,0.309138,-0.487306,-0.392456,-0.119592,0.856491,0
-1.978848,-0.194829,1.070524,-1.6227,0.576149,0.14128,-0.285258,0.590939,0
-2.550053,0.864107,0.468539,1.853502,0.710262,0.297801,-1.167506,-0.486874,0
-2.282072,-2.753751,2.07451,0.405359,-0.105493,-0.905864,-0.196712,-0.128414,0
0.297743,1.761711,1.585936,-0.752097,-1.352871,1.172836,1.300747,0.44801,0
-2.70402,0.552018,2.364681,0.592986,0.573925,-0.101188,-0.964083,-0.322527,0
-1.752942,0.192841,-0.944194,-0.392956,0.661894,0.481342,-0.379276,-0.125059,0
-1.753587,-0.057776,-0.916109,-0.393156,0.636836,0.451267,-0.37188,0.108542,0
-1.414575,1.089912,-0.967911,-0.288522,1.05029,-0.224405,-0.494128,-0.115997,0
-2.339187,-0.830548,0.328134,1.759655,0.366376,-0.10955,-0.782588,-0.350884,0
-0.581284,-0.168926,-1.036342,-0.445988,0.253118,0.779721,-0.7011,-0.23299,0
2.049983,1.173321,1.218066,-1.22199,0.060125,-1.640184,-1.213925,-0.589091,0
1.382243,1.916184,-0.554889,0.157868,0.603526,-1.11072,-1.0856,0.75841,0
-0.443218,-2.273318,-1.020722,-0.50933,-0.073587,0.391198,-0.415725,0.766119,0
2.202659,0.984175,-0.621905,0.038126,0.146345,-1.301344,-1.402556,-0.286236,0
1.911353,0.594199,1.752187,-0.946967,-0.744815,-0.585966,-0.710191,0.936923,0
1.480923,-1.55344,-0.442896,-0.391919,-0.093862,0.289488,-2.38524,1.221835,0
3.033943,-3.078061,-0.268156,0.279785,1.873198,0.966271,1.042851,-0.810536,0
0.480035,-0.098549,1.48854,-1.280611,-0.242306,-0.01924,-0.766808,1.30055,0
0.100735,0.540673,-1.197651,0.020194,0.62111,-2.218758,0.748309,-0.412971,0
2.619503,2.030103,-0.523401,0.325667,-0.371856,-1.069503,-0.700251,-0.873315,0
1.737202,0.456232,-0.941808,0.002544,0.16681,-1.625898,-0.484337,-0.286769,0
4.449529,0.305867,0.321247,0.873453,2.229211,0.249075,0.373493,-0.43139,0
0.82206,2.218686,1.30567,-1.175045,0.288085,-0.554564,-0.923572,-0.014128,0
0.841082,1.14147,1.152932,-0.955189,-0.427296,-0.9067,0.855665,0.403951,0
-0.179252,0.451979,-0.852166,-0.121322,-0.000266,-0.273411,-0.086592,-1.046918,0
0.515603,1.491333,-0.604046,0.263302,-0.469588,0.446211,0.516234,0.321571,0
1.08436,0.008266,-0.466147,0.273211,-0.496862,-0.794834,0.293412,0.858361,0
-0.668271,2.040706,-1.03094,-0.111158,1.684611,-1.805098,-0.587308,0.207014,0
-0.844109,-1.298604,0.874372,-1.638729,0.403742,-0.837665,-0.172405,0.798826,0
1.938445,1.358954,-0.496937,0.382467,-0.191265,-1.207254,-0.112712,0.703238,0
2.010169,1.350997,-0.606152,0.351629,-0.250209,-1.276205,-0.000842,0.229454,0
-0.742171,0.029351,1.443544,-0.976219,-0.406441,-0.500556,1.197728,1.521673,0
0.394012,-0.85053,0.868412,-1.470663,-0.538229,-0.756348,0.203082,-1.144366,0
-1.822082,1.203268,-0.947323,-0.361319,0.82107,0.670591,-0.520731,-0.58568,0
1.870831,0.160379,-0.357391,0.14757,-1.098057,0.400917,-0.579952,-0.339788,0
-0.970365,1.635026,-0.875132,-0.252795,1.034788,0.147898,-0.899736,0.115735,0
-1.825526,-0.133357,-0.797532,-0.362384,0.687427,0.510194,-0.481285,0.660193,0
-1.253895,0.084012,2.484953,1.146419,-0.652318,-1.030075,0.874237,-0.190207,0
-0.904237,-0.544947,-0.740936,-0.285365,0.758674,-0.181699,-0.723766,1.666495,0
-0.113125,-1.727994,-0.717971,-0.153892,-0.27638,-0.603008,0.089379,0.503842,0
1.122355,1.16797,-0.408952,0.236541,-0.691468,0.532614,-0.153591,0.153207,0
2.593915,-0.793817,0.658961,0.459703,2.194822,2.858951,-0.731905,0.557326,0
0.918529,-0.737221,-0.74148,-0.144182,-0.433625,-0.006329,-0.495632,0.097605,0
0.00053,1.288333,-0.625058,0.25868,-0.361731,0.182958,0.80011,0.252155,0
0.804689,1.801461,0.864617,2.525024,-0.464472,-0.604849,-0.805813,-0.290576,0
2.659614,-0.496931,1.81311,-1.036005,-1.159757,-0.727689,-1.134087,0.521795,0
0.82468,-0.079366,-0.218746,0.332593,3.947399,0.279376,0.586496,0.172674,0
-1.41888,-0.580869,-0.780673,-0.289854,0.883236,-0.424902,-0.444821,1.441344,0
2.775243,-0.029273,0.409692,0.884006,2.389147,0.862143,1.094108,0.690511,0
2.72015,-0.933672,2.200257,-0.65923,2.688213,0.52464,0.303954,1.277752,0
-0.971225,1.30087,-0.837684,-0.253061,1.001377,0.107799,-0.889875,0.427203,0
0.883609,-0.3665,-0.616296,0.372303,-0.104231,-1.846407,1.007098,2.041477,0
-2.296082,0.605741,2.325369,0.665916,0.81985,-0.976134,-0.942411,-0.008578,0
3.482648,-1.9001,-0.589727,0.172834,-1.183714,-1.642223,-0.303973,0.642669,0
1.99243,1.238779,0.141783,1.010779,3.132338,-0.163185,1.925561,0.56492,0
-1.41479,1.006373,-0.958549,-0.288588,1.041937,-0.23443,-0.491663,-0.03813,0
-0.297377,0.464203,1.194791,-1.419174,-0.414736,0.5548,-0.305517,-0.809053,0
-0.513467,1.503028,-0.69288,0.254391,-0.212111,-0.03017,1.07166,-0.206597,0
0.602464,1.560007,-0.745656,0.018573,0.339217,-0.646954,-0.59719,-0.494656,0
-0.354269,1.096277,0.553868,2.584099,0.093282,-2.241854,0.58503,0.202057,0
-1.821867,1.286807,-0.956685,-0.361252,0.829423,0.680616,-0.523197,-0.663547,0
-1.345219,0.163025,-0.974144,-0.320093,0.899467,-0.403629,-0.355139,0.266757,0
-1.466268,1.193893,2.690891,1.2398,-0.366901,-0.692899,0.506576,0.218872,0
-1.572417,-0.725879,1.096746,-1.550236,0.763605,-0.803841,-0.246328,1.449957,0
-1.172082,0.23698,0.716749,2.43764,-0.473743,-0.582185,0.563874,0.274963,0
0.105729,0.685758,-0.480476,0.189773,-0.790688,1.230933,0.51675,0.708426,0
-1.682509,-0.316351,-0.997237,-0.424194,0.552834,0.352242,-0.252614,-0.13164,0
-0.790739,-1.062518,-0.841298,-0.096026,0.037855,-0.580361,0.637472,0.834521,0
-1.755309,-0.726088,-0.841213,-0.393689,0.570015,0.371069,-0.352157,0.731479,0
-1.569188,0.527207,0.956317,-1.549237,0.888895,-0.653468,-0.283309,0.281952,0
-1.542506,-1.668891,-1.065875,-0.486936,0.301303,0.053942,0.010573,0.166665,0
-1.26997,-0.941204,-0.711495,-0.137985,-0.132421,0.383586,0.498999,0.838622,0
2.188383,1.241699,-0.626957,0.252283,-0.687993,-0.237031,-0.187124,-0.255261,0
0.005145,-1.606976,0.01903,0.185601,3.313553,1.858846,0.585063,0.868516,0
-1.336528,1.071691,-0.826967,-0.105548,0.126987,0.693133,0.327959,-0.556403,0
2.375276,-1.297138,-0.399299,-0.062952,-0.508609,-0.522817,-1.524739,1.253592,0
4.034211,-2.949062,0.365419,0.319377,1.681445,1.436155,-0.654598,-0.426716,0
-1.492217,0.09129,1.144071,-1.366596,-0.076171,0.213946,0.551106,0.230881,0
1.06419,0.443132,-0.740081,0.273689,-0.450136,-0.696961,0.793696,0.700225,0
2.063756,-2.119872,-0.232869,0.247391,3.312626,0.308307,0.42585,1.1483,0
2.547349,1.870982,-0.395463,0.356372,-0.329618,-1.020602,-0.807191,-0.243797,0
4.571801,0.531776,0.349175,0.591254,2.743178,0.36306,-1.15735,-1.018366,0
-2.048204,0.732059,1.076758,-1.591129,0.726972,0.320504,-0.424247,0.208185,0
1.075845,-0.160277,-0.211842,0.014899,-0.213351,0.641779,-1.34872,2.224472,0
0.380729,0.326683,1.612841,-0.998025,-0.694414,-0.100775,0.2317,1.03339,0
-0.788371,-0.143588,-0.944279,-0.095294,0.129734,-0.470088,0.610353,-0.022016,0
-0.896191,0.113101,-0.565673,-0.07102,-0.038864,0.884989,-0.033272,1.076935,0
-1.029369,-2.217743,-0.960606,-0.482914,0.118272,0.226971,-0.251115,0.936885,0
-1.823159,0.785572,-0.900513,-0.361652,0.779307,0.620467,-0.508404,-0.196345,0
-1.478468,1.672379,-0.674072,-0.043405,0.303344,0.90121,0.086961,-0.153905,0
-1.116716,1.813908,1.214997,-1.299099,0.084208,0.795548,-0.000888,-0.153743,0
-1.614445,-1.744472,-0.947299,-0.456165,0.351894,0.112868,-0.098832,0.718316,0
2.814899,-1.913954,1.229232,-1.091904,-1.162078,-2.244316,0.168534,0.270398,0
-0.378535,1.31857,-0.657004,-0.065598,-0.046488,1.26854,-0.346733,0.211947,0
0.20042,1.328943,-0.437462,0.159322,-0.787773,1.194432,0.096286,-0.619493,0
1.623907,1.447181,-0.358439,0.278687,-0.484391,-0.428958,-0.540056,-0.471428,0
-0.189964,1.057898,1.5592,-1.008534,-0.742315,1.050046,0.47671,1.197404,0
-2.142546,0.750751,0.447951,1.926299,0.939482,-0.597195,-1.140903,-0.017191,0
-0.735036,-0.397476,0.850439,-1.706437,0.125134,0.390758,-0.500142,-0.146509,0
-0.465514,-0.839336,1.335886,-1.358418,-0.425528,0.580054,0.022799,1.615586,0
1.92444,-3.460328,1.225329,-1.686673,-1.72142,0.097183,-1.044872,-1.200302,0
-1.906909,-0.119247,0.951948,-1.653472,0.525557,0.082353,-0.175853,0.039289,0
0.437556,1.509554,-0.74499,0.080328,0.453715,-0.471327,-0.305854,0.761978,0
2.344118,-2.802021,-1.02135,-0.070484,-1.798046,-0.384862,0.802038,-0.699727,0
2.665292,-0.757812,2.091354,-0.822392,-2.049174,0.228726,-0.416473,0.788773,0
0.052181,-0.290451,0.833711,-1.309162,0.064169,-1.559746,0.665907,0.12978,0
0.641402,0.62097,-0.204254,0.19405,-0.928565,1.416362,-0.272341,0.780244,0
0.782461,2.4799,-0.52791,0.398641,-0.013896,-0.18056,0.287047,0.72655,0
3.325767,-0.325622,0.189398,0.894992,2.483774,-0.190805,1.349382,0.368361,0
1.017802,2.021161,-0.581619,0.305648,-0.237454,-0.485287,0.122373,-0.536665,0
1.694555,1.021528,-0.420844,0.247516,-0.585099,-0.548033,-0.415859,-0.555876,0
3.617118,0.931978,-0.250966,0.585128,-1.290734,-0.924056,-0.100922,0.315517,0
0.325794,0.854931,1.141282,-0.959877,-0.327792,-1.179978,1.142007,0.412402,0
5.96572,-2.702991,0.262268,0.915434,0.709004,-0.356432,1.297541,-1.077168,0
0.608357,1.382665,-0.476774,0.232252,-0.541848,0.319486,0.117958,-0.305544,0
0.523726,2.937465,1.204927,-0.792834,0.295429,-1.607474,0.768899,0.278892,0
3.771074,-2.156588,0.443576,0.664052,1.385598,1.580369,0.622919,0.173422,0
2.464675,1.383858,1.410189,-0.935115,-0.541604,-1.508591,-0.486967,-0.397499,0
-0.540586,-1.096234,-0.980679,-0.226144,-0.450521,0.399886,0.560595,-0.201844,0
3.05741,-0.208295,-0.472572,-0.119419,-0.647437,-0.334942,-2.124605,-0.712295,0
0.513666,0.739481,-0.519788,0.262703,-0.544762,0.355987,0.538422,1.022375,0
2.24953,-3.473747,0.741681,2.532286,2.070544,-0.555896,1.32364,-0.787649,0
0.373663,2.092021,-0.45115,0.325445,-0.293232,0.654287,0.275236,0.724069,0
-0.463576,-0.087484,1.251629,-1.357818,-0.350354,0.670277,0.000611,0.914783,0
1.122139,1.084431,-0.39959,0.236474,-0.699821,0.522589,-0.151126,0.231074,0
-0.495008,0.01001,-0.83642,-0.212035,1.054715,-0.996496,-0.716886,1.513241,0
1.939952,1.943728,-0.562471,0.382934,-0.132796,-1.13708,-0.12997,0.158168,0
1.189538,2.199467,-0.529774,0.471305,0.198619,-1.095606,0.31858,1.351967,0
-0.710716,1.115779,1.259943,-1.226768,0.254959,-0.169622,0.042973,0.86101,0
-1.82445,0.284338,-0.844342,-0.362051,0.729191,0.560318,-0.493612,0.270858,0
1.446973,0.483951,1.385474,-0.982216,-0.682587,-0.860396,0.195702,0.547055,0
-0.530779,-0.263304,1.118829,2.373143,-1.023871,0.671269,-0.513508,0.647318,0
2.015906,-0.258993,1.924855,-1.016074,-1.19883,0.431935,-0.986154,1.626795,0
0.479976,1.250559,-0.764222,0.300705,-0.183103,-0.770964,0.936118,0.170187,0
2.253649,-1.272431,-0.455313,0.219447,-0.997517,-0.606728,-0.001292,1.606967,0
2.876328,-1.409659,-0.803545,0.199728,-0.945129,-1.708577,0.360921,0.655299,0
-0.159331,1.153586,1.002202,-1.215515,0.382996,-1.18247,0.288385,0.227391,0
1.140802,0.064791,-0.060122,0.23553,-0.805016,0.354542,-0.634152,0.93428,0
2.318729,-1.931581,1.756075,-0.953328,2.065753,0.525728,0.856361,-2.030361,0
2.596322,-0.53147,0.145136,0.50427,2.784023,0.445873,0.197545,-0.92003,0
0.038837,0.525884,1.264694,-1.315406,-0.109867,-0.251195,-0.395716,-0.021321,0
1.052138,1.760701,-0.365271,0.267846,-0.574055,0.671739,-0.282719,0.081922,0
-0.141841,1.721944,-0.453439,0.32069,-0.20208,0.370984,0.564043,0.810387,0
3.481945,-0.527251,0.452399,0.574858,2.644434,1.060157,-0.581621,0.555706,0
1.279609,1.384036,-0.192761,-0.08326,-0.489045,1.8337,-2.096921,-0.048783,0
-1.614445,-1.744472,-0.947299,-0.456165,0.351894,0.112868,-0.098832,0.718316,0
-1.355954,-0.248518,0.712931,-1.642352,0.636889,-0.950545,0.07449,-0.438596,0
-0.632624,-0.512295,-0.662555,-0.415561,0.273688,0.760824,-1.31572,0.321063,0
2.39338,-1.085044,0.499451,0.558862,2.595805,1.817402,-0.020685,1.662575,0
1.451333,-2.112671,-0.817034,0.079897,-1.306979,-0.155361,1.014521,1.052303,0
0.266312,1.859205,-0.502112,0.393686,0.052198,-0.493937,0.58325,1.046469,0
2.612507,-2.03811,0.524947,0.679426,1.462735,2.486765,1.052263,1.131139,0
-0.385935,0.911138,-0.860353,-0.279744,0.776107,0.231927,-1.044623,0.567905,0
0.52308,2.686847,1.233013,-0.793034,0.270371,-1.637549,0.776295,0.512493,0
0.229293,1.412902,-0.50872,-0.092026,-0.226605,1.405068,-1.028884,-0.345752,0
4.972315,-1.005855,2.378165,-0.445195,1.745229,-0.21266,0.038684,-0.286254,0
0.489587,1.144272,1.598269,-1.0658,-0.981375,1.117622,-0.093571,0.165921,0
1.588483,-0.283816,1.251302,-1.044492,-0.875649,-1.088522,0.44163,0.300291,0
-0.584545,1.761603,-0.611751,0.285429,-0.128109,0.068855,0.952393,0.033586,0
0.889441,-0.90472,-0.66086,0.1071,-1.003146,-0.22699,0.632004,-0.098269,0
0.123233,1.68132,-0.615854,-0.023386,0.168941,0.316993,-0.735663,-0.490555,0
-0.483949,1.837605,-0.792224,0.003242,0.374115,0.21054,-0.060907,-0.166457,0
0.74053,-0.544384,-0.730037,-0.044769,0.012512,-1.035477,-0.311815,0.504453,0
1.168313,-0.577137,-0.54869,0.204449,-0.920855,0.30089,0.522663,1.545831,0
-1.342852,1.081955,-1.077126,-0.31936,0.991346,-0.293356,-0.382258,-0.58978,0
-1.096788,-0.539004,-1.03863,-0.450743,0.34427,0.496419,-0.412293,-0.146672,0
-2.410049,-0.488434,0.399901,1.79076,0.458731,-0.000499,-0.90432,-0.188569,0
-1.498541,0.101554,0.893912,-1.580409,0.788188,-0.772543,-0.159112,0.197503,0
-1.751435,0.777615,-1.009728,-0.39249,0.720363,0.551516,-0.396534,-0.670128,0
-1.006638,1.143635,-1.007223,-0.215592,1.296215,-1.099351,-0.472456,0.197952,0
2.937748,-3.488974,1.566996,-0.974179,1.976146,-0.746543,1.260486,-1.658289,0
-1.522235,-0.305407,0.2027,1.905848,0.89999,-1.809318,-0.751571,-0.112322,0
-0.302171,-0.024548,-0.852009,0.160677,-0.539291,-0.417471,1.451647,-0.226341,0
0.945432,1.778502,-0.444319,0.336286,-0.203568,-0.44641,0.017899,0.17072,0
-1.976265,0.80764,0.958181,-1.621901,0.676381,0.261578,-0.314842,-0.343465,0
3.020875,-1.817309,0.466911,0.752489,1.725366,1.631868,1.069004,1.289354,0
-0.51605,0.50056,-0.580537,0.253591,-0.312343,-0.150469,1.101244,0.727808,0
-1.481575,-0.576131,0.669207,2.081857,-0.300971,0.334197,-0.446445,0.539642,0
2.187327,-1.969772,-0.371939,-0.015051,-1.854194,1.061591,-0.483325,0.096739,0
1.910061,0.092965,1.808359,-0.947367,-0.794931,-0.646115,-0.695398,1.404125,0
-0.530564,-0.179765,1.109467,2.37321,-1.015519,0.681294,-0.515973,0.569451,0
2.850311,-1.756719,1.39877,-1.129373,-1.456916,-1.037166,-0.248884,0.499649,0
2.101619,-0.832668,1.356572,-1.04047,-1.05868,-0.915493,0.179943,1.070511,0
-0.298023,0.213586,1.222877,-1.419374,-0.439794,0.524726,-0.298121,-0.575452,0
0.460093,1.993618,-0.574037,0.080582,0.498868,-0.458927,-0.833257,0.063576,0
1.135484,0.268096,-0.830572,0.242718,-0.525785,-0.785962,0.910497,0.382175,0
-1.485008,1.599104,-0.914868,-0.257284,1.15935,-0.095305,-0.620791,-0.109415,0
-0.542523,-1.848086,-0.896421,-0.226743,-0.525695,0.309662,0.582783,0.498959,0
0.820972,-1.874022,0.676362,-1.177877,-1.007685,-1.983431,2.00399,-0.412338,0
1.77747,-0.638154,-0.867422,0.222255,-0.553534,-2.025784,0.782288,-0.099889,0
3.794998,-1.350089,1.588872,-1.051833,-1.307105,-1.676558,-1.02863,0.496081,0
-1.752942,0.192841,-0.944194,-0.392956,0.661894,0.481342,-0.379276,-0.125059,0
-0.479347,1.159029,-0.46717,0.216522,-0.557065,1.116831,0.669033,0.489857,0
0.331496,1.777973,-0.852124,0.148969,0.84926,-1.559402,-0.012632,0.617175,0
-0.276835,-2.356177,0.438736,2.034458,-0.599142,-0.793897,-0.201999,0.896682,0
-0.566838,1.266942,1.02279,-1.288312,0.153777,-0.287474,0.261782,-0.242292,0
-1.143639,0.153862,0.664215,2.186159,0.07072,-0.391599,-0.556366,0.704438,0
1.06634,-2.369562,1.060201,1.912882,-1.351531,0.529509,-2.374601,-0.382981,0
0.154986,0.418391,-0.287162,-0.061987,-0.267893,1.353721,-1.11117,1.062436,0
